"domain_rank"	"spam_score"	"comments"	"type"
"1"	0.260328945368315	0	0	"bias"
"2"	0.260328945368315	0	0	"bias"
"3"	0.260328945368315	0	0	"bias"
"4"	0.260328945368315	0.068	0	"bias"
"5"	0.260328945368315	0.865	0	"bias"
"6"	0.260328945368315	0	0	"bias"
"7"	0.260328945368315	0.701	0	"bias"
"8"	0.260328945368315	0.188	0	"bias"
"9"	0.260328945368315	0.144	0	"bias"
"10"	0.260328945368315	0.995	0	"bias"
"11"	0.260328945368315	0	0	"bias"
"12"	0.260328945368315	0.998	0	"bias"
"13"	0.260328945368315	0	0	"bias"
"14"	0.260328945368315	0.001	0	"bias"
"15"	0.260328945368315	0	0	"bias"
"16"	0.260328945368315	0	0	"bias"
"17"	0.260328945368315	0.268	0	"bias"
"18"	0.260328945368315	0	0	"bias"
"19"	0.260328945368315	0	0	"bias"
"20"	0.260328945368315	0	0	"bias"
"21"	0.260328945368315	0.19	0	"bias"
"22"	0.260328945368315	0	0	"bias"
"23"	0.260328945368315	0	0	"bias"
"24"	0.260328945368315	0	0	"bias"
"25"	0.260328945368315	0	0	"bias"
"26"	0.260328945368315	0	0	"bias"
"27"	0.260328945368315	0	0	"bias"
"28"	0.260328945368315	0.256	0	"bias"
"29"	0.260328945368315	0	0	"bias"
"30"	0.260328945368315	0	0	"bias"
"31"	0.260328945368315	0	0	"bias"
"32"	0.260328945368315	0	0	"bias"
"33"	0.260328945368315	0	0	"bias"
"34"	0.659491887838345	0	0	"fake"
"35"	0.659491887838345	0.009	0	"fake"
"36"	0.187810983086574	0	0	"bs"
"37"	0.187810983086574	0	0	"bs"
"38"	0.187810983086574	0	0	"bs"
"39"	0.187810983086574	0	0	"bs"
"40"	0.187810983086574	0	0	"bs"
"41"	0.187810983086574	0	0	"bs"
"42"	0.187810983086574	0	0	"bs"
"43"	0.187810983086574	0	0	"bs"
"44"	0.187810983086574	0	0	"bs"
"45"	0.187810983086574	0	0	"bs"
"46"	0.187810983086574	0	0	"bs"
"47"	0.187810983086574	0	0	"bs"
"48"	0.187810983086574	0	0	"bs"
"49"	0.187810983086574	0	0	"bs"
"50"	0.187810983086574	0	0	"bs"
"51"	0.187810983086574	0	0	"bs"
"52"	0.187810983086574	0	0	"bs"
"53"	0.187810983086574	0	0	"bs"
"54"	0.187810983086574	0	0	"bs"
"55"	0.187810983086574	0	0	"bs"
"56"	0.187810983086574	0	0	"bs"
"57"	0.187810983086574	0	0	"bs"
"58"	0.187810983086574	0	0	"bs"
"59"	0.187810983086574	0	0	"bs"
"60"	0.187810983086574	0	0	"bs"
"61"	0.187810983086574	0	0	"bs"
"62"	0.187810983086574	0	0	"bs"
"63"	0.187810983086574	0	0	"bs"
"64"	0.187810983086574	0	0	"bs"
"65"	0.187810983086574	0	0	"bs"
"66"	0.187810983086574	0	0	"bs"
"67"	0.187810983086574	0	0	"bs"
"68"	0.187810983086574	0	0	"bs"
"69"	0.187810983086574	0	0	"bs"
"70"	0.187810983086574	0	0	"bs"
"71"	0.187810983086574	0	0	"bs"
"72"	0.187810983086574	0	0	"bs"
"73"	0.187810983086574	0	0	"bs"
"74"	0.187810983086574	0	0	"bs"
"75"	0.187810983086574	0	0	"bs"
"76"	0.187810983086574	0	0	"bs"
"77"	0.187810983086574	0	0	"bs"
"78"	0.187810983086574	0	0	"bs"
"79"	0.187810983086574	0	0	"bs"
"80"	0.187810983086574	0	0	"bs"
"81"	0.187810983086574	0	0	"bs"
"82"	0.187810983086574	0	0	"bs"
"83"	0.187810983086574	0	0	"bs"
"84"	0.187810983086574	0	0	"bs"
"85"	0.187810983086574	0	0	"bs"
"86"	0.187810983086574	0	0	"bs"
"87"	0.187810983086574	0	0	"bs"
"88"	0.187810983086574	0	0	"bs"
"89"	0.187810983086574	0	0	"bs"
"90"	0.187810983086574	0	0	"bs"
"91"	0.187810983086574	0	0	"bs"
"92"	0.187810983086574	0	0	"bs"
"93"	0.187810983086574	0	0	"bs"
"94"	0.187810983086574	0	0	"bs"
"95"	0.187810983086574	0	0	"bs"
"96"	0.187810983086574	0	0	"bs"
"97"	0.187810983086574	0	0	"bs"
"98"	0.187810983086574	0	0	"bs"
"99"	0.187810983086574	0	0	"bs"
"100"	0.187810983086574	0	0	"bs"
"101"	0.187810983086574	0	0	"bs"
"102"	0.187810983086574	0	0	"bs"
"103"	0.187810983086574	0	0	"bs"
"104"	0.187810983086574	0	0	"bs"
"105"	0.187810983086574	0	0	"bs"
"106"	0.187810983086574	0	0	"bs"
"107"	0.187810983086574	0	0	"bs"
"108"	0.187810983086574	0	0	"bs"
"109"	0.187810983086574	0	0	"bs"
"110"	0.187810983086574	0	0	"bs"
"111"	0.187810983086574	0	0	"bs"
"112"	0.187810983086574	0	0	"bs"
"113"	0.187810983086574	0	0	"bs"
"114"	0.187810983086574	0	0	"bs"
"115"	0.187810983086574	0	0	"bs"
"116"	0.187810983086574	0	0	"bs"
"117"	0.187810983086574	0	0	"bs"
"118"	0.187810983086574	0	0	"bs"
"119"	0.187810983086574	0	0	"bs"
"120"	0.187810983086574	0	0	"bs"
"121"	0.187810983086574	0	0	"bs"
"122"	0.187810983086574	0	0	"bs"
"123"	0.187810983086574	0	0	"bs"
"124"	0.187810983086574	0	0	"bs"
"125"	0.187810983086574	0	0	"bs"
"126"	0.187810983086574	0	0	"bs"
"127"	0.187810983086574	0	0	"bs"
"128"	0.187810983086574	0	0	"bs"
"129"	0.187810983086574	0	0	"bs"
"130"	0.187810983086574	0	0	"bs"
"131"	0.187810983086574	0	0	"bs"
"132"	0.187810983086574	0	0	"bs"
"133"	0.187810983086574	0	0	"bs"
"134"	0.187810983086574	0	0	"bs"
"135"	0.187810983086574	0	0	"bs"
"136"	0.376584683671298	0	0	"conspiracy"
"137"	0.376584683671298	0	0	"conspiracy"
"138"	0.376584683671298	0	0	"conspiracy"
"139"	0.376584683671298	0	0	"conspiracy"
"140"	0.376584683671298	0	0	"conspiracy"
"141"	0.376584683671298	0	0	"conspiracy"
"142"	0.376584683671298	0	0	"conspiracy"
"143"	0.376584683671298	0	0	"conspiracy"
"144"	0.376584683671298	0	0	"conspiracy"
"145"	0.376584683671298	0	0	"conspiracy"
"146"	0.376584683671298	0	0	"conspiracy"
"147"	0.376584683671298	0	0	"conspiracy"
"148"	0.376584683671298	0	0	"conspiracy"
"149"	0.376584683671298	0	0	"conspiracy"
"150"	0.376584683671298	0	0	"conspiracy"
"151"	0.376584683671298	0	0	"conspiracy"
"152"	0.376584683671298	0	0	"conspiracy"
"153"	0.376584683671298	0	0	"conspiracy"
"154"	0.376584683671298	0	0	"conspiracy"
"155"	0.376584683671298	0	0	"conspiracy"
"156"	0.376584683671298	0	0	"conspiracy"
"157"	0.376584683671298	0	0	"conspiracy"
"158"	0.376584683671298	0	0	"conspiracy"
"159"	0.376584683671298	0	0	"conspiracy"
"160"	0.376584683671298	0	0	"conspiracy"
"161"	0.376584683671298	0	0	"conspiracy"
"162"	0.376584683671298	0	0	"conspiracy"
"163"	0.376584683671298	0	0	"conspiracy"
"164"	0.376584683671298	0	0	"conspiracy"
"165"	0.376584683671298	0	0	"conspiracy"
"166"	0.376584683671298	0	0	"conspiracy"
"167"	0.376584683671298	0	0	"conspiracy"
"168"	0.376584683671298	0	0	"conspiracy"
"169"	0.376584683671298	0	0	"conspiracy"
"170"	0.376584683671298	0	0	"conspiracy"
"171"	0.376584683671298	0	0	"conspiracy"
"172"	0.376584683671298	0	0	"conspiracy"
"173"	0.376584683671298	0	0	"conspiracy"
"174"	0.376584683671298	0	0	"conspiracy"
"175"	0.376584683671298	0	0	"conspiracy"
"176"	0.376584683671298	0	0	"conspiracy"
"177"	0.376584683671298	0	0	"conspiracy"
"178"	0.376584683671298	0	0	"conspiracy"
"179"	0.376584683671298	0	0	"conspiracy"
"180"	0.376584683671298	0	0	"conspiracy"
"181"	0.376584683671298	0	0	"conspiracy"
"182"	0.376584683671298	0	0	"conspiracy"
"183"	0.376584683671298	0	0	"conspiracy"
"184"	0.376584683671298	0	0	"conspiracy"
"185"	0.376584683671298	0	0	"conspiracy"
"186"	0.376584683671298	0	0	"conspiracy"
"187"	0.376584683671298	0	0	"conspiracy"
"188"	0.376584683671298	0	0	"conspiracy"
"189"	0.376584683671298	0	0	"conspiracy"
"190"	0.376584683671298	0	0	"conspiracy"
"191"	0.376584683671298	0	0	"conspiracy"
"192"	0.376584683671298	0	0	"conspiracy"
"193"	0.376584683671298	0	0	"conspiracy"
"194"	0.376584683671298	0	0	"conspiracy"
"195"	0.376584683671298	0	0	"conspiracy"
"196"	0.376584683671298	0	0	"conspiracy"
"197"	0.376584683671298	0	0	"conspiracy"
"198"	0.376584683671298	0	0	"conspiracy"
"199"	0.376584683671298	0	0	"conspiracy"
"200"	0.376584683671298	0	0	"conspiracy"
"201"	0.376584683671298	0	0	"conspiracy"
"202"	0.376584683671298	0	0	"conspiracy"
"203"	0.376584683671298	0	0	"conspiracy"
"204"	0.376584683671298	0	0	"conspiracy"
"205"	0.376584683671298	0	0	"conspiracy"
"206"	0.376584683671298	0	0	"conspiracy"
"207"	0.376584683671298	0	0	"conspiracy"
"208"	0.376584683671298	0	0	"conspiracy"
"209"	0.376584683671298	0.029	0	"conspiracy"
"210"	0.376584683671298	0	0	"conspiracy"
"211"	0.376584683671298	0	0	"conspiracy"
"212"	0.376584683671298	0	0	"conspiracy"
"213"	0.376584683671298	0	0	"conspiracy"
"214"	0.376584683671298	0	0	"conspiracy"
"215"	0.376584683671298	0	0	"conspiracy"
"216"	0.376584683671298	0	0	"conspiracy"
"217"	0.376584683671298	0	0	"conspiracy"
"218"	0.376584683671298	0	0	"conspiracy"
"219"	0.376584683671298	0	0	"conspiracy"
"220"	0.376584683671298	0	0	"conspiracy"
"221"	0.376584683671298	0	0	"conspiracy"
"222"	0.376584683671298	0	0	"conspiracy"
"223"	0.376584683671298	0	0	"conspiracy"
"224"	0.376584683671298	0	0	"conspiracy"
"225"	0.376584683671298	0	0	"conspiracy"
"226"	0.376584683671298	0	0	"conspiracy"
"227"	0.376584683671298	0	0	"conspiracy"
"228"	0.376584683671298	0	0	"conspiracy"
"229"	0.376584683671298	0	0	"conspiracy"
"230"	0.376584683671298	0	0	"conspiracy"
"231"	0.376584683671298	0	0	"conspiracy"
"232"	0.376584683671298	0	0	"conspiracy"
"233"	0.376584683671298	0	0	"conspiracy"
"234"	0.376584683671298	0	0	"conspiracy"
"235"	0.376584683671298	0	0	"conspiracy"
"236"	0.0584926884139483	0.096	0	"bias"
"237"	0.0584926884139483	0	0	"bias"
"238"	0.0584926884139483	0	0	"bias"
"239"	0.0584926884139483	0.033	0	"bias"
"240"	0.0584926884139483	0.001	0	"bias"
"241"	0.0584926884139483	0.02	0	"bias"
"242"	0.0584926884139483	0.039	0	"bias"
"243"	0.0584926884139483	0	1	"bias"
"244"	0.0584926884139483	0	0	"bias"
"245"	0.0584926884139483	0.435	0	"bias"
"246"	0.0584926884139483	0	0	"bias"
"247"	0.0584926884139483	0	0	"bias"
"248"	0.0584926884139483	0	0	"bias"
"249"	0.0584926884139483	0	0	"bias"
"250"	0.0584926884139483	0	0	"bias"
"251"	0.0584926884139483	0	0	"bias"
"252"	0.0584926884139483	0	0	"bias"
"253"	0.0584926884139483	0	0	"bias"
"254"	0.0584926884139483	0	0	"bias"
"255"	0.0584926884139483	0	0	"bias"
"256"	0.794424345605448	0	0	"bs"
"257"	0.261879427233758	0.008	0	"bs"
"258"	0.261879427233758	0.012	0	"bs"
"259"	0.0378398646115182	0.052	0	"bs"
"260"	0.0378398646115182	0.059	0	"bs"
"261"	0.0378398646115182	0.109	0	"bs"
"262"	0.955046159770569	0	0	"bs"
"263"	0.955046159770569	0	0	"bs"
"264"	0.955046159770569	0	0	"bs"
"265"	0.955046159770569	0	0	"bs"
"266"	0.955046159770569	0	0	"bs"
"267"	0.955046159770569	0	0	"bs"
"268"	0.955046159770569	0	0	"bs"
"269"	0.955046159770569	0	0	"bs"
"270"	0.955046159770569	0	0	"bs"
"271"	0.955046159770569	0	0	"bs"
"272"	0.955046159770569	0	0	"bs"
"273"	0.955046159770569	0	0	"bs"
"274"	0.955046159770569	0	0	"bs"
"275"	0.955046159770569	0	0	"bs"
"276"	0.955046159770569	0	0	"bs"
"277"	0.955046159770569	0	0	"bs"
"278"	0.955046159770569	0	0	"bs"
"279"	0.955046159770569	0	0	"bs"
"280"	0.955046159770569	0	0	"bs"
"281"	0.955046159770569	0	0	"bs"
"282"	0.955046159770569	0	0	"bs"
"283"	0.955046159770569	0	0	"bs"
"284"	0.955046159770569	0	0	"bs"
"285"	0.955046159770569	0	0	"bs"
"286"	0.955046159770569	0	0	"bs"
"287"	0.955046159770569	0	0	"bs"
"288"	0.955046159770569	0	0	"bs"
"289"	0.955046159770569	0	0	"bs"
"290"	0.955046159770569	0	0	"bs"
"291"	0.955046159770569	0	0	"bs"
"292"	0.955046159770569	0	0	"bs"
"293"	0.955046159770569	0	0	"bs"
"294"	0.955046159770569	0	0	"bs"
"295"	0.955046159770569	0	0	"bs"
"296"	0.955046159770569	0	0	"bs"
"297"	0.955046159770569	0	0	"bs"
"298"	0.955046159770569	0	0	"bs"
"299"	0.955046159770569	0	0	"bs"
"300"	0.955046159770569	0	0	"bs"
"301"	0.955046159770569	0	0	"bs"
"302"	0.955046159770569	0	0	"bs"
"303"	0.955046159770569	0	0	"bs"
"304"	0.955046159770569	0	0	"bs"
"305"	0.955046159770569	0	0	"bs"
"306"	0.955046159770569	0	0	"bs"
"307"	0.955046159770569	0	0	"bs"
"308"	0.955046159770569	0	0	"bs"
"309"	0.955046159770569	0	0	"bs"
"310"	0.955046159770569	0	0	"bs"
"311"	0.955046159770569	0	0	"bs"
"312"	0.955046159770569	0	0	"bs"
"313"	0.955046159770569	0	0	"bs"
"314"	0.955046159770569	0	0	"bs"
"315"	0.955046159770569	0	0	"bs"
"316"	0.955046159770569	0	0	"bs"
"317"	0.955046159770569	0	0	"bs"
"318"	0.955046159770569	0	0	"bs"
"319"	0.955046159770569	0	0	"bs"
"320"	0.955046159770569	0	0	"bs"
"321"	0.955046159770569	0	0	"bs"
"322"	0.955046159770569	0	0	"bs"
"323"	0.955046159770569	0	0	"bs"
"324"	0.955046159770569	0	0	"bs"
"325"	0.955046159770569	0	0	"bs"
"326"	0.955046159770569	0	0	"bs"
"327"	0.955046159770569	0	0	"bs"
"328"	0.955046159770569	0	0	"bs"
"329"	0.955046159770569	0	0	"bs"
"330"	0.955046159770569	0	0	"bs"
"331"	0.955046159770569	0	0	"bs"
"332"	0.955046159770569	0	0	"bs"
"333"	0.955046159770569	0	0	"bs"
"334"	0.955046159770569	0	0	"bs"
"335"	0.955046159770569	0	0	"bs"
"336"	0.955046159770569	0	0	"bs"
"337"	0.955046159770569	0	0	"bs"
"338"	0.955046159770569	0	0	"bs"
"339"	0.955046159770569	0	0	"bs"
"340"	0.955046159770569	0	0	"bs"
"341"	0.955046159770569	0	0	"bs"
"342"	0.955046159770569	0	0	"bs"
"343"	0.955046159770569	0	0	"bs"
"344"	0.955046159770569	0	0	"bs"
"345"	0.955046159770569	0	0	"bs"
"346"	0.955046159770569	0	0	"bs"
"347"	0.955046159770569	0	0	"bs"
"348"	0.955046159770569	0	0	"bs"
"349"	0.955046159770569	0	0	"bs"
"350"	0.955046159770569	0	0	"bs"
"351"	0.955046159770569	0	0	"bs"
"352"	0.955046159770569	0	0	"bs"
"353"	0.955046159770569	0	0	"bs"
"354"	0.955046159770569	0	0	"bs"
"355"	0.955046159770569	0	0	"bs"
"356"	0.955046159770569	0	0	"bs"
"357"	0.955046159770569	0	0	"bs"
"358"	0.955046159770569	0	0	"bs"
"359"	0.955046159770569	0	0	"bs"
"360"	0.955046159770569	0	0	"bs"
"361"	0.955046159770569	0	0	"bs"
"362"	0.427243891810821	0.048	0	"bs"
"363"	0.427243891810821	0	0	"bs"
"364"	0.427243891810821	0	0	"bs"
"365"	0.427243891810821	0	0	"bs"
"366"	0.131669352141793	0	0	"bs"
"367"	0.131669352141793	0	0	"bs"
"368"	0.131669352141793	0	0	"bs"
"369"	0.131669352141793	0.009	0	"bs"
"370"	0.131669352141793	0	0	"bs"
"371"	0.131669352141793	0	0	"bs"
"372"	0.131669352141793	0	0	"bs"
"373"	0.131669352141793	0	0	"bs"
"374"	0.131669352141793	0	0	"bs"
"375"	0.131669352141793	0	0	"bs"
"376"	0.131669352141793	0	0	"bs"
"377"	0.131669352141793	0	0	"bs"
"378"	0.131669352141793	0	0	"bs"
"379"	0.131669352141793	0	0	"bs"
"380"	0.131669352141793	0	0	"bs"
"381"	0.131669352141793	0	0	"bs"
"382"	0.131669352141793	0	0	"bs"
"383"	0.131669352141793	0	0	"bs"
"384"	0.131669352141793	0.11	0	"bs"
"385"	0.131669352141793	0.11	0	"bs"
"386"	0.131669352141793	0	0	"bs"
"387"	0.131669352141793	0.034	0	"bs"
"388"	0.131669352141793	0.294	0	"bs"
"389"	0.131669352141793	0	0	"bs"
"390"	0.131669352141793	0	0	"bs"
"391"	0.131669352141793	0	0	"bs"
"392"	0.131669352141793	0.002	0	"bs"
