"","fake_norm_red_lines_senti.domain_rank","fake_norm_red_lines_senti.spam_score","fake_norm_red_lines_senti.comments","fake_norm_red_lines_senti.type","fake_norm_red_lines_senti.Sentiment","obj","pos","neg"
"347",0.95504616,0,0,"bs","obj",1,0,0
"348",0.95504616,0,0,"bs","obj",1,0,0
"349",0.95504616,0,0,"bs","obj",1,0,0
"350",0.95504616,0,0,"bs","obj",1,0,0
"351",0.95504616,0,0,"bs","obj",1,0,0
"352",0.95504616,0,0,"bs","obj",1,0,0
"353",0.95504616,0,0,"bs","pos",0,1,0
"354",0.95504616,0,0,"bs","obj",1,0,0
"355",0.95504616,0,0,"bs","obj",1,0,0
"356",0.95504616,0,0,"bs","obj",1,0,0
"357",0.95504616,0,0,"bs","obj",1,0,0
"358",0.95504616,0,0,"bs","pos",0,1,0
"359",0.95504616,0,0,"bs","pos",0,1,0
"360",0.95504616,0,0,"bs","pos",0,1,0
"361",0.95504616,0,0,"bs","neg",0,0,1
"362",0.427243892,0.048,0,"bs","pos",0,1,0
"363",0.427243892,0,0,"bs","pos",0,1,0
"364",0.427243892,0,0,"bs","pos",0,1,0
"365",0.427243892,0,0,"bs","pos",0,1,0
"366",0.131669352,0,0,"bs","pos",0,1,0
"367",0.131669352,0,0,"bs","pos",0,1,0
"368",0.131669352,0,0,"bs","pos",0,1,0
"369",0.131669352,0.009,0,"bs","pos",0,1,0
"370",0.131669352,0,0,"bs","neg",0,0,1
"371",0.131669352,0,0,"bs","pos",0,1,0
"372",0.131669352,0,0,"bs","pos",0,1,0
"373",0.131669352,0,0,"bs","pos",0,1,0
"374",0.131669352,0,0,"bs","obj",1,0,0
"375",0.131669352,0,0,"bs","pos",0,1,0
"376",0.131669352,0,0,"bs","pos",0,1,0
"377",0.131669352,0,0,"bs","pos",0,1,0
"378",0.131669352,0,0,"bs","pos",0,1,0
"379",0.131669352,0,0,"bs","pos",0,1,0
"380",0.131669352,0,0,"bs","pos",0,1,0
"381",0.131669352,0,0,"bs","pos",0,1,0
"382",0.131669352,0,0,"bs","pos",0,1,0
"383",0.131669352,0,0,"bs","pos",0,1,0
"384",0.131669352,0.11,0,"bs","pos",0,1,0
"385",0.131669352,0.11,0,"bs","pos",0,1,0
"386",0.131669352,0,0,"bs","pos",0,1,0
"387",0.131669352,0.034,0,"bs","pos",0,1,0
"388",0.131669352,0.294,0,"bs","pos",0,1,0
"389",0.131669352,0,0,"bs","pos",0,1,0
"390",0.131669352,0,0,"bs","pos",0,1,0
"391",0.131669352,0,0,"bs","pos",0,1,0
"392",0.131669352,0.002,0,"bs","pos",0,1,0
"393",0.131669352,0.006,0,"bs","pos",0,1,0
"394",0.131669352,0.299,0,"bs","pos",0,1,0
"395",0.131669352,0,0,"bs","neg",0,0,1
"396",0.131669352,0.022,0,"bs","pos",0,1,0
"397",0.131669352,0,0,"bs","obj",1,0,0
"398",0.131669352,0.009,0,"bs","obj",1,0,0
"399",0.131669352,0,0,"bs","neg",0,0,1
"400",0.131669352,0,0,"bs","pos",0,1,0
"401",0.131669352,0,0,"bs","pos",0,1,0
"402",0.131669352,0,0,"bs","neg",0,0,1
"403",0.131669352,0,0,"bs","neg",0,0,1
"404",0.131669352,0,0,"bs","neg",0,0,1
"405",0.131669352,0,0,"bs","pos",0,1,0
"406",0.131669352,0,0,"bs","obj",1,0,0
"407",0.131669352,0,0,"bs","neg",0,0,1
"408",0.131669352,0,0,"bs","neg",0,0,1
"409",0.131669352,0,0,"bs","pos",0,1,0
"410",0.131669352,0,0,"bs","pos",0,1,0
"411",0.131669352,0,0,"bs","obj",1,0,0
"412",0.131669352,0,0,"bs","pos",0,1,0
"413",0.131669352,0.966,0,"bs","pos",0,1,0
"414",0.131669352,0.966,0,"bs","pos",0,1,0
"415",0.131669352,0.966,0,"bs","neg",0,0,1
"416",0.131669352,0.294,0,"bs","pos",0,1,0
"417",0.131669352,0.294,0,"bs","pos",0,1,0
"418",0.131669352,0,0,"bs","pos",0,1,0
"419",0.131669352,0.001,0,"bs","pos",0,1,0
"420",0.131669352,0,0,"bs","pos",0,1,0
"421",0.131669352,0,0,"bs","neg",0,0,1
"422",0.131669352,0.01,0,"bs","neg",0,0,1
"423",0.131669352,0,0,"bs","pos",0,1,0
"424",0.131669352,0.966,0,"bs","pos",0,1,0
"425",0.131669352,0,0,"bs","obj",1,0,0
"426",0.131669352,0.017,0,"bs","pos",0,1,0
"427",0.131669352,0,0,"bs","obj",1,0,0
"428",0.131669352,0.181,0,"bs","pos",0,1,0
"429",0.131669352,0.006,0,"bs","pos",0,1,0
"430",0.131669352,0.022,0,"bs","pos",0,1,0
"431",0.131669352,0.022,0,"bs","obj",1,0,0
"432",0.131669352,0.062,0,"bs","pos",0,1,0
"433",0.131669352,0.077,0,"bs","pos",0,1,0
"434",0.131669352,0,0,"bs","pos",0,1,0
"435",0.131669352,0,0,"bs","pos",0,1,0
"436",0.131669352,0,0,"bs","neg",0,0,1
"437",0.131669352,0.59,0,"bs","pos",0,1,0
"438",0.131669352,0.966,0,"bs","pos",0,1,0
"439",0.131669352,0.966,0,"bs","obj",1,0,0
"440",0.131669352,0,0,"bs","pos",0,1,0
"441",0.131669352,0.002,0,"bs","pos",0,1,0
"442",0.131669352,0,0,"bs","pos",0,1,0
"443",0.131669352,0.024,0,"bs","pos",0,1,0
"444",0.131669352,0,0,"bs","obj",1,0,0
"445",0.131669352,0.001,0,"bs","neg",0,0,1
"446",0.131669352,0,0,"bs","pos",0,1,0
"447",0.131669352,0,0,"bs","neg",0,0,1
"448",0.131669352,0,0,"bs","obj",1,0,0
"449",0.131669352,0.007,0,"bs","pos",0,1,0
"450",0.131669352,0,0,"bs","pos",0,1,0
"451",0.131669352,0.689,0,"bs","pos",0,1,0
"452",0.131669352,0.006,0,"bs","pos",0,1,0
"453",0.131669352,0,0,"bs","pos",0,1,0
"454",0.131669352,0,0,"bs","pos",0,1,0
"455",0.131669352,0.001,0,"bs","obj",1,0,0
"456",0.131669352,0.024,0,"bs","obj",1,0,0
"457",0.131669352,0.002,0,"bs","obj",1,0,0
"458",0.131669352,0,0,"bs","pos",0,1,0
"459",0.131669352,0,0,"bs","obj",1,0,0
"460",0.131669352,0,0,"bs","pos",0,1,0
"461",0.131669352,0,0,"bs","pos",0,1,0
"462",0.131669352,0,0,"bs","neg",0,0,1
"463",0.131669352,0.007,0,"bs","pos",0,1,0
"464",0.131669352,0.966,0,"bs","pos",0,1,0
"465",0.131669352,0,0,"bs","obj",1,0,0
"466",0.496144063,0,0,"bs","pos",0,1,0
"467",0.496144063,0,0,"bs","pos",0,1,0
"468",0.496144063,0,0,"bs","pos",0,1,0
"469",0.496144063,0,0,"bs","obj",1,0,0
"470",0.496144063,0,0,"bs","obj",1,0,0
"471",0.496144063,0,0,"bs","pos",0,1,0
"472",0.496144063,0,0,"bs","pos",0,1,0
"473",0.496144063,0,0,"bs","neg",0,0,1
"474",0.496144063,0,0,"bs","neg",0,0,1
"475",0.496144063,0,0,"bs","pos",0,1,0
"476",0.496144063,0,0,"bs","pos",0,1,0
"477",0.496144063,0,0,"bs","pos",0,1,0
"478",0.496144063,0,0,"bs","obj",1,0,0
"479",0.496144063,0,0,"bs","neg",0,0,1
"480",0.496144063,0,0,"bs","pos",0,1,0
"481",0.496144063,0,0,"bs","obj",1,0,0
"482",0.496144063,0,0,"bs","pos",0,1,0
"483",0.496144063,0,0,"bs","pos",0,1,0
"484",0.496144063,0,0,"bs","pos",0,1,0
"485",0.496144063,0,0,"bs","neg",0,0,1
"486",0.496144063,0,0,"bs","pos",0,1,0
"487",0.496144063,0,0,"bs","pos",0,1,0
"488",0.496144063,0,0,"bs","obj",1,0,0
"489",0.496144063,0,0,"bs","pos",0,1,0
"490",0.496144063,0,0,"bs","obj",1,0,0
"491",0.496144063,0,0,"bs","pos",0,1,0
"492",0.496144063,0,0,"bs","pos",0,1,0
"493",0.496144063,0,0,"bs","pos",0,1,0
"494",0.496144063,0,0,"bs","pos",0,1,0
"495",0.496144063,0,0,"bs","pos",0,1,0
"496",0.496144063,0,0,"bs","obj",1,0,0
"497",0.496144063,0,0,"bs","neg",0,0,1
"498",0.496144063,0,0,"bs","neg",0,0,1
"499",0.496144063,0,0,"bs","pos",0,1,0
"500",0.496144063,0,0,"bs","pos",0,1,0
"501",0.496144063,0,0,"bs","pos",0,1,0
"502",0.496144063,0,0,"bs","pos",0,1,0
"503",0.496144063,0,0,"bs","pos",0,1,0
"504",0.496144063,0,0,"bs","pos",0,1,0
"505",0.496144063,0,0,"bs","pos",0,1,0
"506",0.496144063,0,0,"bs","pos",0,1,0
"507",0.496144063,0,0,"bs","pos",0,1,0
"508",0.496144063,0,0,"bs","obj",1,0,0
"509",0.496144063,0,0,"bs","pos",0,1,0
"510",0.496144063,0,0,"bs","pos",0,1,0
"511",0.496144063,0,0,"bs","pos",0,1,0
"512",0.496144063,0,0,"bs","obj",1,0,0
"513",0.496144063,0,0,"bs","pos",0,1,0
"514",0.496144063,0,0,"bs","pos",0,1,0
"515",0.496144063,0,0,"bs","neg",0,0,1
"516",0.496144063,0,0,"bs","pos",0,1,0
"517",0.496144063,0,0,"bs","pos",0,1,0
"518",0.496144063,0,0,"bs","pos",0,1,0
"519",0.496144063,0,0,"bs","pos",0,1,0
"520",0.496144063,0,0,"bs","pos",0,1,0
"521",0.496144063,0,0,"bs","pos",0,1,0
"522",0.496144063,0,0,"bs","pos",0,1,0
"523",0.496144063,0,0,"bs","pos",0,1,0
"524",0.496144063,0,0,"bs","neg",0,0,1
"525",0.496144063,0,0,"bs","neg",0,0,1
"526",0.496144063,0,0,"bs","neg",0,0,1
"527",0.496144063,0,0,"bs","pos",0,1,0
"528",0.496144063,0,0,"bs","pos",0,1,0
"529",0.496144063,0,0,"bs","pos",0,1,0
"530",0.496144063,0,0,"bs","pos",0,1,0
"531",0.496144063,0,0,"bs","pos",0,1,0
"532",0.496144063,0,0,"bs","neg",0,0,1
"533",0.496144063,0,0,"bs","pos",0,1,0
"534",0.496144063,0,0,"bs","pos",0,1,0
"535",0.496144063,0,0,"bs","pos",0,1,0
"536",0.496144063,0,0,"bs","pos",0,1,0
"537",0.496144063,0,0,"bs","pos",0,1,0
"538",0.496144063,0,0,"bs","pos",0,1,0
"539",0.496144063,0,0,"bs","pos",0,1,0
"540",0.496144063,0,0,"bs","pos",0,1,0
"541",0.496144063,0,0,"bs","pos",0,1,0
"542",0.496144063,0,0,"bs","pos",0,1,0
"543",0.496144063,0,0,"bs","pos",0,1,0
"544",0.496144063,0,0,"bs","pos",0,1,0
"545",0.496144063,0,0,"bs","pos",0,1,0
"546",0.496144063,0,0,"bs","pos",0,1,0
"547",0.496144063,0,0,"bs","pos",0,1,0
"548",0.496144063,0,0,"bs","neg",0,0,1
"549",0.496144063,0,0,"bs","pos",0,1,0
"550",0.496144063,0,0,"bs","pos",0,1,0
"551",0.496144063,0,0,"bs","obj",1,0,0
"552",0.496144063,0,0,"bs","obj",1,0,0
"553",0.496144063,0,0,"bs","neg",0,0,1
"554",0.496144063,0,0,"bs","pos",0,1,0
"555",0.496144063,0,0,"bs","pos",0,1,0
"556",0.496144063,0,0,"bs","neg",0,0,1
"557",0.496144063,0,0,"bs","pos",0,1,0
"558",0.496144063,0,0,"bs","neg",0,0,1
"559",0.496144063,0,0,"bs","pos",0,1,0
"560",0.496144063,0,0,"bs","pos",0,1,0
"561",0.496144063,0,0,"bs","pos",0,1,0
"562",0.496144063,0,0,"bs","neg",0,0,1
"563",0.496144063,0,0,"bs","neg",0,0,1
"564",0.496144063,0,0,"bs","pos",0,1,0
"565",0.496144063,0,0,"bs","neg",0,0,1
"566",0.624307097,0,0,"bs","pos",0,1,0
"567",0.624307097,0,0,"bs","pos",0,1,0
"568",0.624307097,0,0,"bs","obj",1,0,0
"569",0.624307097,0,0,"bs","pos",0,1,0
"570",0.624307097,0,0,"bs","neg",0,0,1
"571",0.624307097,0,0,"bs","pos",0,1,0
"572",0.624307097,0,0,"bs","pos",0,1,0
"573",0.624307097,0,0,"bs","neg",0,0,1
"574",0.624307097,0,0,"bs","pos",0,1,0
"575",0.624307097,0,0,"bs","pos",0,1,0
"576",0.624307097,0,0,"bs","obj",1,0,0
"577",0.624307097,0,0,"bs","pos",0,1,0
"578",0.624307097,0,0,"bs","pos",0,1,0
"579",0.624307097,0,0,"bs","pos",0,1,0
"580",0.624307097,0,0,"bs","obj",1,0,0
"581",0.624307097,0,0,"bs","neg",0,0,1
"582",0.624307097,0,0,"bs","neg",0,0,1
"583",0.624307097,0,0,"bs","pos",0,1,0
"584",0.624307097,0,0,"bs","neg",0,0,1
"585",0.624307097,0,0,"bs","neg",0,0,1
"586",0.624307097,0,0,"bs","obj",1,0,0
"587",0.624307097,0,0,"bs","pos",0,1,0
"588",0.624307097,0,0,"bs","pos",0,1,0
"589",0.624307097,0,0,"bs","neg",0,0,1
"590",0.624307097,0,0,"bs","neg",0,0,1
"591",0.624307097,0,0,"bs","neg",0,0,1
"592",0.624307097,0,0,"bs","pos",0,1,0
"593",0.624307097,0,0,"bs","pos",0,1,0
"594",0.624307097,0,0,"bs","pos",0,1,0
"595",0.624307097,0,0,"bs","pos",0,1,0
"596",0.624307097,0,0,"bs","pos",0,1,0
"597",0.624307097,0,0,"bs","pos",0,1,0
"598",0.624307097,0,0,"bs","pos",0,1,0
"599",0.624307097,0,0,"bs","obj",1,0,0
"600",0.624307097,0,0,"bs","pos",0,1,0
"601",0.624307097,0,0,"bs","pos",0,1,0
"602",0.624307097,0,0,"bs","pos",0,1,0
"603",0.624307097,0,0,"bs","neg",0,0,1
"604",0.624307097,0,0,"bs","neg",0,0,1
"605",0.624307097,0.822,0,"bs","pos",0,1,0
"606",0.624307097,0,0,"bs","pos",0,1,0
"607",0.624307097,0,0,"bs","pos",0,1,0
"608",0.624307097,0,0,"bs","pos",0,1,0
"609",0.624307097,0,0,"bs","pos",0,1,0
"610",0.624307097,0,0,"bs","pos",0,1,0
"611",0.624307097,0,0,"bs","pos",0,1,0
"612",0.624307097,0,0,"bs","pos",0,1,0
"613",0.624307097,0,0,"bs","pos",0,1,0
"614",0.624307097,0,0,"bs","pos",0,1,0
"615",0.624307097,0,0,"bs","pos",0,1,0
"616",0.624307097,0,0,"bs","pos",0,1,0
"617",0.624307097,0,0,"bs","pos",0,1,0
"618",0.624307097,0,0,"bs","pos",0,1,0
"619",0.624307097,0,0,"bs","pos",0,1,0
"620",0.624307097,0,0,"bs","pos",0,1,0
"621",0.624307097,0,0,"bs","pos",0,1,0
"622",0.624307097,0,0,"bs","pos",0,1,0
"623",0.624307097,0,0,"bs","pos",0,1,0
"624",0.624307097,0,0,"bs","pos",0,1,0
"625",0.624307097,0,0,"bs","pos",0,1,0
"626",0.624307097,0,0,"bs","pos",0,1,0
"627",0.624307097,0,0,"bs","pos",0,1,0
"628",0.624307097,0,0,"bs","neg",0,0,1
"629",0.624307097,0,0,"bs","pos",0,1,0
"630",0.624307097,0,0,"bs","pos",0,1,0
"631",0.624307097,0,0,"bs","pos",0,1,0
"632",0.624307097,0,0,"bs","pos",0,1,0
"633",0.624307097,0,0,"bs","obj",1,0,0
"634",0.624307097,0,0,"bs","pos",0,1,0
"635",0.624307097,0,0,"bs","pos",0,1,0
"636",0.624307097,0,0,"bs","pos",0,1,0
"637",0.624307097,0,0,"bs","pos",0,1,0
"638",0.624307097,0,0,"bs","neg",0,0,1
"639",0.624307097,0,0,"bs","pos",0,1,0
"640",0.624307097,0,0,"bs","pos",0,1,0
"641",0.624307097,0,0,"bs","pos",0,1,0
"642",0.624307097,0,0,"bs","pos",0,1,0
"643",0.624307097,0,0,"bs","pos",0,1,0
"644",0.624307097,0,0,"bs","pos",0,1,0
"645",0.624307097,0,0,"bs","neg",0,0,1
"646",0.624307097,0,0,"bs","neg",0,0,1
"647",0.624307097,0,0,"bs","pos",0,1,0
"648",0.624307097,0,0,"bs","pos",0,1,0
"649",0.624307097,0,0,"bs","neg",0,0,1
"650",0.624307097,0,0,"bs","pos",0,1,0
"651",0.624307097,0,0,"bs","pos",0,1,0
"652",0.624307097,0,0,"bs","neg",0,0,1
"653",0.624307097,0,0,"bs","neg",0,0,1
"654",0.624307097,0,0,"bs","pos",0,1,0
"655",0.624307097,0,0,"bs","pos",0,1,0
"656",0.624307097,0,0,"bs","pos",0,1,0
"657",0.624307097,0,0,"bs","neg",0,0,1
"658",0.624307097,0,0,"bs","pos",0,1,0
"659",0.624307097,0,0,"bs","pos",0,1,0
"660",0.624307097,0,0,"bs","neg",0,0,1
"661",0.624307097,0,0,"bs","obj",1,0,0
"662",0.624307097,0,0,"bs","pos",0,1,0
"663",0.624307097,0,0,"bs","pos",0,1,0
"664",0.624307097,0,0,"bs","pos",0,1,0
"665",0.624307097,0,0,"bs","pos",0,1,0
"666",0.06748143,0.022,0,"bs","pos",0,1,0
"667",0.06748143,0.022,0,"bs","pos",0,1,0
"668",0.06748143,0.022,0,"bs","obj",1,0,0
"669",0.06748143,0.022,0,"bs","neg",0,0,1
"670",0.06748143,0.022,0,"bs","obj",1,0,0
"671",0.06748143,0.022,0,"bs","pos",0,1,0
"672",0.06748143,0,0,"bs","pos",0,1,0
"673",0.06748143,0,0,"bs","pos",0,1,0
"674",0.06748143,0,0,"bs","pos",0,1,0
"675",0.06748143,0,0,"bs","pos",0,1,0
"676",0.06748143,1,0,"bs","pos",0,1,0
"677",0.06748143,0,0,"bs","pos",0,1,0
"678",0.06748143,0.164,0,"bs","pos",0,1,0
"679",0.06748143,0,0,"bs","pos",0,1,0
"680",0.06748143,0.001,0,"bs","pos",0,1,0
"681",0.06748143,0.001,0,"bs","pos",0,1,0
"682",0.06748143,0,0,"bs","neg",0,0,1
"683",0.06748143,0.003,0,"bs","pos",0,1,0
"684",0.06748143,0,0,"bs","pos",0,1,0
"685",0.06748143,0,0,"bs","pos",0,1,0
"686",0.06748143,0,0,"bs","pos",0,1,0
"687",0.06748143,0,0,"bs","pos",0,1,0
"688",0.06748143,0,0,"bs","pos",0,1,0
"689",0.06748143,0,0,"bs","pos",0,1,0
"690",0.06748143,0,0,"bs","pos",0,1,0
"691",0.06748143,0,0,"bs","neg",0,0,1
"692",0.06748143,0,0,"bs","pos",0,1,0
"693",0.06748143,0.122,0,"bs","pos",0,1,0
"694",0.06748143,0.122,0,"bs","pos",0,1,0
"695",0.06748143,0.122,0,"bs","pos",0,1,0
"696",0.06748143,0,0,"bs","pos",0,1,0
"697",0.06748143,0.001,0,"bs","neg",0,0,1
"698",0.06748143,0.001,0,"bs","pos",0,1,0
"699",0.06748143,0.001,0,"bs","obj",1,0,0
"700",0.06748143,0.001,0,"bs","obj",1,0,0
"701",0.06748143,0.001,0,"bs","pos",0,1,0
"702",0.06748143,0.469,0,"bs","neg",0,0,1
"703",0.06748143,0.001,0,"bs","obj",1,0,0
"704",0.06748143,0,0,"bs","pos",0,1,0
"705",0.06748143,0,0,"bs","neg",0,0,1
"706",0.06748143,0.001,0,"bs","neg",0,0,1
"707",0.06748143,0,0,"bs","neg",0,0,1
"708",0.06748143,0,0,"bs","pos",0,1,0
"709",0.06748143,0.001,0,"bs","neg",0,0,1
"710",0.06748143,0,0,"bs","obj",1,0,0
"711",0.06748143,0,0,"bs","obj",1,0,0
"712",0.06748143,0.001,0,"bs","neg",0,0,1
"713",0.06748143,0,0,"bs","pos",0,1,0
